ID,price,numPhotos,floor,size,exterior,rooms,bathrooms,hasVideo,status,hasLift,priceByArea,hasPlan,has3DTour,has360,topPlus,suggestedTexts_subtitle,barrio_Chueca-Justicia,barrio_Huertas-Cortes,barrio_Lavapiés-Embajadores,barrio_Malasaña-Universidad,barrio_Palacio,barrio_Sol,tipo_flat,tipo_studio,tipo_penthouse,tipo_duplex
105408030,285000.0,7,1.0,38.0,0,1,1,0,1,1,7500.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
107091199,710000.0,2,3.0,132.0,1,1,1,0,0,1,5379.0,1,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107520187,188000.0,35,0.0,35.0,0,2,1,0,1,0,5371.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
102642949,919000.0,34,3.0,112.0,0,3,3,0,1,1,8205.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107552090,1119000.0,12,2.0,139.0,1,3,3,0,1,0,8050.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107491622,580000.0,15,1.0,150.0,1,4,1,0,0,1,3867.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107045232,120000.0,1,5.0,17.0,0,1,1,0,0,0,7059.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,0,0,1,0
107520362,245000.0,33,0.0,63.0,0,2,2,0,1,0,3889.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
101387856,790000.0,34,0.0,178.0,1,8,3,0,0,1,4438.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
104955056,919000.0,34,0.0,112.0,1,3,3,1,1,1,8205.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106987626,1589000.0,16,2.0,136.0,1,3,3,0,1,1,11684.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
106796942,889000.0,4,2.0,105.0,1,2,3,0,0,1,8467.0,1,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
105644102,1690000.0,12,1.0,300.0,1,5,5,0,1,1,5633.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
107467277,385000.0,15,0.0,105.0,1,3,1,0,1,1,3667.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
105567259,425000.0,27,4.0,60.0,1,1,2,1,1,1,7083.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,0,0,0,1
105062001,151900.0,1,0.0,43.0,1,1,1,0,0,0,3533.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107386026,789000.0,8,4.0,115.0,1,2,2,0,1,1,6861.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107342494,199000.0,12,4.0,38.0,0,1,1,0,1,0,5237.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,0,0,1
96674897,190000.0,14,0.0,30.0,0,1,1,0,1,1,6333.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
104955037,959000.0,27,0.0,142.0,1,2,2,0,1,0,6754.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
104685614,1079000.0,17,2.0,128.0,1,3,4,0,1,1,8430.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107061860,680000.0,8,1.0,67.0,1,2,2,1,1,1,10149.0,1,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107333774,390000.0,14,6.0,54.0,1,1,1,0,1,1,7222.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,0,0,1,0
106699660,600000.0,24,5.0,54.0,0,2,1,0,1,0,11111.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,0,0,1,0
105511305,399000.0,21,0.5,84.0,1,3,1,1,1,1,4750.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107460531,180000.0,13,0.0,40.0,0,0,1,0,0,1,4500.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,0,1,0,0
107251777,2000000.0,5,1.0,198.0,1,5,3,0,0,1,10101.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106151798,1200000.0,35,3.0,210.0,1,5,3,0,1,1,5714.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107061577,540000.0,33,1.0,83.0,1,2,1,0,1,1,6506.0,0,0,1,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
99979572,194000.0,3,0.0,50.0,0,0,1,0,1,0,3880.0,1,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,0,1,0,0
107373033,259000.0,7,2.0,32.0,0,2,1,0,1,0,8094.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107185568,550000.0,26,5.0,54.0,1,2,1,1,1,1,10185.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107196629,285000.0,22,0.0,60.0,0,1,1,0,1,1,4750.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
103349092,1295000.0,21,1.0,169.0,1,3,2,0,1,1,7663.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
103614083,1079000.0,10,2.0,128.0,1,3,3,0,1,1,8430.0,1,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107164729,290000.0,35,4.0,32.0,1,0,1,1,1,1,9063.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,0,1,0,0
105559393,199000.0,28,3.0,44.0,1,1,1,0,1,0,4523.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107035976,340000.0,1,1.0,80.0,1,2,1,0,0,0,4250.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106688485,725000.0,10,5.0,97.0,1,3,2,0,1,0,7474.0,1,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
106791711,1980000.0,15,0.0,178.0,1,2,2,0,1,1,11124.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,0,0,1,0
107036200,480000.0,12,5.0,75.0,1,3,1,0,1,1,6400.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
103193159,1119000.0,34,2.0,139.0,1,3,3,0,1,1,8050.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
103775626,360000.0,23,2.0,90.0,1,2,1,0,1,0,4000.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106396893,1119000.0,13,2.0,136.0,1,3,3,1,1,0,8228.0,1,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107394604,1500000.0,9,0.0,200.0,0,3,2,0,1,1,7500.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
107191271,330716.0,12,1.0,50.0,0,1,1,1,1,1,6614.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
102566197,919000.0,36,3.0,112.0,0,3,3,0,1,1,8205.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
103966357,950000.0,38,0.0,94.0,1,2,2,0,1,1,10106.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
106558020,450000.0,21,2.0,62.0,0,1,2,0,1,1,7258.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106947006,460000.0,34,5.0,75.0,0,2,2,0,1,0,6133.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107460480,408000.0,3,1.0,110.0,1,7,1,0,1,1,3709.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
105671659,160000.0,14,0.0,35.0,0,1,1,1,0,0,4571.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106864795,1050000.0,13,2.0,110.0,1,2,2,0,1,1,9545.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106798657,280000.0,16,0.0,34.0,0,0,1,0,1,1,8235.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,1,0,0
107518163,599999.0,19,2.0,80.0,1,2,1,0,1,1,7500.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107552694,725000.0,9,5.0,113.0,1,3,2,0,1,0,6416.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
106269784,750000.0,23,0.5,103.0,1,3,2,0,1,1,7282.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107167534,940000.0,15,1.0,150.0,1,4,2,0,0,0,6267.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107391102,790000.0,48,4.0,120.0,1,2,2,0,1,1,6583.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107355873,375000.0,10,1.0,56.0,1,2,1,0,1,1,6696.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107366484,247000.0,28,0.0,40.0,0,1,1,0,1,0,6175.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
105877820,625000.0,39,1.0,102.0,1,2,2,0,1,0,6127.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107568555,799000.0,9,3.0,98.0,1,2,1,0,1,1,8153.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,0,0,1
106226530,285000.0,13,4.0,36.0,0,1,1,1,1,1,7917.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
105080111,195000.0,2,2.0,40.0,1,1,1,0,0,0,4875.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107150035,1780000.0,7,2.0,150.0,1,3,2,0,1,1,11867.0,1,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
104478268,199000.0,13,4.0,42.0,0,1,1,0,1,0,4738.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,0,0,1
106727737,4300000.0,13,1.0,894.0,1,1,1,1,1,1,4810.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107557599,950000.0,4,3.0,173.0,1,4,2,0,0,1,5491.0,1,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
105075753,525000.0,11,3.0,80.0,1,2,2,0,1,0,6563.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,0,0,1
107038436,214000.0,13,1.0,33.0,0,1,1,0,1,0,6485.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
103312737,1079000.0,15,1.0,128.0,1,3,4,0,1,1,8430.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107097706,1100000.0,14,2.0,165.0,1,3,2,0,1,0,6667.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107137012,280000.0,10,7.0,40.0,1,0,1,0,1,1,7000.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,1,0,0
106336068,198000.0,19,4.0,35.0,0,1,1,0,1,0,5657.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107298247,198000.0,10,1.0,30.0,0,0,1,0,1,1,6600.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,0,1,0,0
106974273,665000.0,1,1.0,105.0,1,2,1,0,1,0,6333.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
103381296,789000.0,13,4.0,105.0,1,2,2,0,1,0,7514.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107229676,1119000.0,11,2.0,139.0,1,3,3,0,1,0,8050.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107454974,519000.0,10,1.0,83.0,1,2,1,0,1,1,6253.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107230254,919000.0,12,3.0,112.0,0,3,3,0,1,1,8205.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106773280,1030000.0,37,3.0,140.0,1,6,3,0,1,0,7357.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107365935,349000.0,10,0.0,42.0,0,2,1,0,1,1,8310.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107489372,1220000.0,9,1.0,215.0,1,4,4,0,1,1,5674.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107389375,894000.0,11,3.0,175.0,1,5,3,0,1,1,5109.0,1,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106592412,1790000.0,14,1.0,200.0,1,7,4,0,0,1,8950.0,1,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107567767,2000000.0,1,7.0,280.0,1,10,10,0,1,1,7143.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
105243946,185300.0,6,0.0,36.0,0,1,1,0,1,1,5147.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
104272008,176000.0,10,0.0,29.0,0,0,1,0,0,0,6069.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,0,1,0,0
105900430,2789000.0,2,3.0,240.0,1,4,3,0,1,1,11621.0,1,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
101786430,999999.0,21,2.0,193.0,1,3,3,1,1,1,5181.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107016981,268900.0,17,-0.5,55.0,0,2,1,0,1,0,4889.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
106222162,280000.0,2,1.0,49.0,1,1,1,0,0,1,5714.0,1,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107563156,590000.0,15,4.0,106.0,1,3,2,0,0,1,5566.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
103144665,959000.0,28,1.0,142.0,1,2,2,0,1,0,6754.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
92649771,1800000.0,56,1.0,202.0,1,3,4,0,1,1,8911.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107316375,720000.0,17,3.0,126.0,1,5,1,0,0,0,5714.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107507092,250000.0,16,4.0,45.0,1,1,1,0,1,0,5556.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107512343,2300000.0,1,3.0,260.0,1,3,4,0,1,1,8846.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107280389,1079000.0,11,2.0,128.0,1,3,3,1,1,1,8430.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107312129,520000.0,28,1.0,75.0,1,2,1,0,1,0,6933.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
103082351,4300000.0,1,2.0,310.0,1,4,4,0,1,1,13871.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106743280,919000.0,15,3.0,96.0,0,3,3,0,1,1,9573.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107119083,599000.0,6,1.0,105.0,1,5,2,0,1,0,5705.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107165285,1190000.0,39,1.0,190.0,1,3,3,0,1,1,6263.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107090136,1079000.0,9,2.0,116.0,1,3,3,0,1,1,9302.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
105309262,465240.0,9,5.0,78.0,1,2,1,0,1,1,5965.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106393421,595000.0,33,1.0,115.0,1,2,2,0,1,1,5174.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107311201,2195000.0,11,5.0,164.0,1,2,2,0,1,1,13384.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,0,0,1,0
107391592,255000.0,7,2.0,48.0,0,1,1,0,1,0,5313.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,0,0,1,0
106134457,790000.0,37,1.0,96.0,1,2,2,0,1,1,8229.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
106134425,790000.0,38,1.0,132.0,1,2,2,0,1,1,5985.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
104641363,630000.0,1,1.0,111.0,1,3,2,0,0,0,5676.0,1,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106334427,950000.0,41,1.0,177.0,1,4,2,0,0,1,5367.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
107349969,990000.0,11,3.0,123.0,1,3,3,0,1,1,8049.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106604824,235000.0,10,0.0,24.0,0,1,1,0,1,0,9792.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107420290,3000000.0,2,2.0,272.0,1,5,5,0,0,1,11029.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107127639,715000.0,13,1.0,115.0,1,1,2,0,1,0,6217.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106205832,278000.0,12,0.0,63.0,0,2,1,0,1,1,4413.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106264787,349000.0,14,2.0,54.0,1,2,1,0,1,0,6463.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
103382322,749000.0,11,1.0,105.0,1,2,2,0,1,0,7133.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107395719,255000.0,2,3.0,40.0,1,2,1,0,0,0,6375.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106733108,1350000.0,8,3.0,130.0,1,2,2,1,1,1,10385.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
104876063,299000.0,13,0.0,89.0,1,2,1,0,1,1,3360.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
104955058,1119000.0,13,0.0,136.0,1,3,3,1,1,0,8228.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
102412241,1050000.0,15,3.0,142.0,1,6,1,0,0,1,7394.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
103237469,585000.0,8,3.0,61.0,1,1,1,0,1,0,9590.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
105489285,2000000.0,16,1.0,462.0,1,6,3,0,0,1,4329.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107143784,1900000.0,8,4.0,210.0,0,3,4,0,1,1,9048.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
105706312,1800000.0,8,2.0,231.0,1,4,2,0,1,1,7792.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106036349,1100000.0,2,4.0,98.0,1,1,1,0,1,1,11224.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107090255,789000.0,6,4.0,84.0,1,2,2,0,1,0,9393.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
94852564,450000.0,10,1.0,110.0,0,3,1,1,1,0,4091.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
106347807,750000.0,19,1.0,140.0,1,3,3,0,1,1,5357.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
106336956,308000.0,6,0.0,72.0,1,3,1,0,0,0,4278.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106117136,379000.0,9,-0.5,47.0,1,1,1,0,1,1,8064.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
107182714,220000.0,15,1.0,30.0,0,0,1,0,1,1,7333.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,0,1,0,0
105360066,590000.0,12,3.0,107.0,1,4,2,1,1,0,5514.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
106612920,700000.0,25,1.0,100.0,1,2,2,0,1,1,7000.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
106772943,360000.0,19,3.0,45.0,1,2,1,0,1,0,8000.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107205252,188209.0,4,0.0,49.0,0,2,1,0,1,0,3841.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106946745,145000.0,14,1.0,30.0,0,2,1,0,1,0,4833.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106880613,290000.0,35,4.0,48.0,1,1,1,0,1,1,6042.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107244228,360000.0,21,3.0,38.0,1,0,1,0,1,1,9474.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,0,1,0,0
105250106,1890000.0,28,0.0,253.0,1,8,2,0,1,1,7470.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106423439,255000.0,6,2.0,45.0,1,1,1,0,1,0,5667.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
105183256,1299000.0,44,4.0,193.0,1,4,4,0,1,1,6731.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
1254385,695000.0,25,6.0,50.0,1,1,1,0,1,1,13900.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,0,0,1,0
105768144,151900.0,1,0.0,43.0,1,2,1,0,0,0,3533.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107293800,499000.0,5,2.0,78.0,0,1,1,0,1,0,6397.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106773131,350000.0,24,3.0,40.0,0,2,1,0,1,0,8750.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107122741,1300000.0,20,4.0,112.0,1,2,2,0,1,1,11607.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
105887294,1185000.0,26,3.0,117.0,1,3,2,0,1,1,10128.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107130419,1589000.0,16,2.0,136.0,1,3,3,0,1,1,11684.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,0,0,0,1
107176883,340000.0,1,1.0,80.0,1,3,1,0,0,0,4250.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106614084,365000.0,11,3.0,38.0,1,1,1,0,1,1,9605.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
104814531,293000.0,5,0.0,84.0,1,3,1,0,1,0,3488.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106060155,800000.0,15,2.0,114.0,0,2,2,0,1,1,7018.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
107513144,2180000.0,9,2.0,145.0,1,3,4,0,1,1,15034.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106780669,375000.0,14,2.0,58.0,0,1,1,0,1,0,6466.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
107488668,790000.0,3,2.0,120.0,1,3,3,0,1,0,6583.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
104505270,350000.0,12,3.0,55.0,1,2,1,0,1,1,6364.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
106122338,640000.0,13,4.0,98.0,0,2,2,0,0,1,6531.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
106779380,420000.0,11,1.0,43.0,0,1,1,0,1,1,9767.0,0,0,0,0,"Palacio, Madrid",0,0,0,0,1,0,1,0,0,0
107208612,1800000.0,55,5.0,168.0,1,3,2,0,1,1,10714.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,0,0,0,1
106053778,1500000.0,14,2.0,180.0,1,9,3,0,1,1,8333.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107140840,151900.0,2,0.0,43.0,1,1,1,0,1,0,3533.0,0,0,0,0,"Lavapiés-Embajadores, Madrid",0,0,1,0,0,0,1,0,0,0
107150677,460000.0,2,3.0,91.0,1,2,1,0,1,1,5055.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
107149996,340000.0,1,1.0,80.0,1,1,1,0,1,0,4250.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
106753081,820000.0,8,2.0,114.0,1,2,2,0,1,1,7193.0,0,0,0,0,"Malasaña-Universidad, Madrid",0,0,0,1,0,0,1,0,0,0
106602059,1489000.0,6,2.0,140.0,1,3,2,0,1,1,10636.0,0,0,0,0,"Chueca-Justicia, Madrid",1,0,0,0,0,0,1,0,0,0
106702921,1199000.0,8,3.0,150.0,1,3,3,0,1,1,7993.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
107092719,650000.0,4,2.0,181.0,1,7,2,0,0,1,3591.0,0,0,0,0,"Huertas-Cortes, Madrid",0,1,0,0,0,0,1,0,0,0
106376437,1050000.0,7,3.0,100.0,1,2,2,0,1,1,10500.0,0,0,0,0,"Sol, Madrid",0,0,0,0,0,1,1,0,0,0
