ID,price,terraza,numPhotos,floor,size,exterior,rooms,bathrooms,hasVideo,status,hasLift,hasPlan,has3DTour,has360,topPlus,barrio_Chueca-Justicia,barrio_Huertas-Cortes,barrio_Lavapiés-Embajadores,barrio_Malasaña-Universidad,barrio_Palacio,barrio_Sol,tipo_flat,tipo_studio,tipo_penthouse,tipo_duplex
107307982,2500000.0,0,43,2.0,262.0,1,3,3,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
106148814,2550000.0,0,32,5.0,255.0,1,5,2,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
105987448,1200000.0,0,45,1.0,169.0,1,3,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
104810089,1310000.0,0,38,3.0,118.0,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
106568664,1490000.0,1,28,4.0,173.0,1,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
105035004,1195000.0,1,50,5.0,134.0,1,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
106394179,420000.0,0,30,1.0,43.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
106520546,1490000.0,1,42,4.0,173.0,1,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
105902277,430000.0,0,35,2.0,53.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
105621684,520000.0,0,37,2.0,62.0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
105968245,1200000.0,0,46,1.0,169.0,1,3,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
106024601,575000.0,0,35,0.0,170.0,1,3,2,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
107445661,875000.0,0,29,0.5,89.0,1,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
106899126,1650000.0,0,24,3.0,151.0,1,4,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
106253410,930000.0,1,28,6.0,75.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
106679358,1650000.0,0,16,1.0,210.0,1,2,2,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
106346595,1100000.0,0,26,3.0,134.0,1,3,3,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
105028115,1300000.0,0,33,1.0,230.0,1,3,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
106475412,1350000.0,0,26,5.0,187.0,1,3,2,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
106375091,1750000.0,0,30,2.0,231.0,1,3,2,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
106355154,1248000.0,0,32,2.0,196.0,1,3,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
104837459,1250000.0,1,32,5.0,138.0,1,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
106135787,1300000.0,0,29,1.0,210.0,1,6,2,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
106597325,1870000.0,1,18,6.0,146.0,1,4,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
107485949,810000.0,0,31,4.0,76.0,0,3,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
104577165,1495000.0,0,31,1.0,198.0,1,3,2,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
107112925,2000000.0,0,36,4.0,146.0,1,2,2,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
107311347,1300000.0,0,32,0.5,127.0,1,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
107416475,549950.0,0,42,5.0,67.0,0,2,2,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
106101182,285000.0,1,35,3.0,47.0,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
107422621,950000.0,0,40,1.0,156.0,1,4,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
107218727,2550000.0,0,42,4.0,251.0,1,8,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
107398834,630000.0,0,31,0.0,85.0,0,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
107263944,999000.0,0,32,3.0,199.0,1,5,3,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
107029249,500000.0,0,29,4.0,52.0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
