ID,price,terraza,numPhotos,floor,size,exterior,rooms,bathrooms,hasVideo,status,hasLift,hasPlan,has3DTour,has360,topPlus,barrio_Chueca-Justicia,barrio_Huertas-Cortes,barrio_Lavapiés-Embajadores,barrio_Malasaña-Universidad,barrio_Palacio,barrio_Sol,tipo_flat,tipo_studio,tipo_penthouse,tipo_duplex
106943657,1800000.0,1,47,4.0,168.0,1,3,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
107052358,1690000.0,0,59,1.0,300.0,1,5,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
106742738,655000.0,0,32,4.0,91.0,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
107387468,399000.0,0,29,5.0,44.0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
106414275,2100000.0,0,33,3.0,248.0,1,3,4,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
107448808,2400000.0,0,32,4.0,181.0,1,4,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
107063820,269000.0,0,18,0.0,39.0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
102607165,1079000.0,0,17,2.0,128.0,1,3,4,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
102881787,1420000.0,0,51,8.0,107.0,1,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
104210607,2550000.0,0,32,5.0,255.0,1,4,3,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
106991727,820000.0,0,31,4.0,98.0,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
103005702,2575000.0,0,39,1.0,215.0,1,4,4,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
105953428,315000.0,0,24,0.0,61.0,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
106725580,189900.0,0,27,0.0,32.0,0,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
107044081,440000.0,0,45,2.0,111.0,1,4,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
