ID,priceLog,terraza,numPhotos,floor,size,exterior,rooms,bathrooms,hasVideo,status,hasLift,hasPlan,has3DTour,has360,topPlus,barrio_Chueca-Justicia,barrio_Huertas-Cortes,barrio_Lavapiés-Embajadores,barrio_Malasaña-Universidad,barrio_Palacio,barrio_Sol,tipo_flat,tipo_studio,tipo_penthouse,tipo_duplex
107379618,13.493926933836812,0,0.646366223604866,5.0,0.5940310586952058,1,0.5781296526357756,0.23784458827331328,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
106167588,14.375126345899696,0,0.3865942267128045,2.0,0.7882527777669266,1,0.8115075629572489,0.7348669132988577,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
104577165,14.217636764806924,0,0.7477753093225762,1.0,0.7410304351163353,1,0.5781296526357756,0.23784458827331328,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
104641363,13.353475098367715,0,0.14955506186451523,1.0,0.5893608073624719,1,0.5781296526357756,0.23784458827331328,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
106989577,14.594835434765272,0,0.646366223604866,1.0,0.8125940057583865,1,0.5781296526357756,0.40659800924006667,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
104685614,13.891545244240271,0,0.6236333915610938,2.0,0.6266481228972502,1,0.5781296526357756,0.5374933317397155,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
107247842,13.9108207377686,0,0.5982202474580609,2.0,0.693187702717186,1,0.5781296526357756,0.23784458827331328,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
104987954,13.710150042306449,0,0.7544146745896504,1.0,0.6784794942118966,1,0.2890648263178878,0.23784458827331328,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106956191,14.369395671190711,0,0.8064483657567809,4.0,0.7614357529513274,1,0.45815690999132624,0.23784458827331328,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
105447907,13.773646353865574,0,0.5534194909725004,1.0,0.59170626557816,1,0.45815690999132624,0.23784458827331328,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
106563012,13.321214236149494,0,0.8012490214930152,4.0,0.5345726045349362,1,0.45815690999132624,0.23784458827331328,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
102277593,13.840203170554645,0,0.5694092009084916,5.0,0.5869943133663382,1,0.45815690999132624,0.23784458827331328,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
103940608,12.367340793126296,0,0.6568933038922656,4.0,0.32419849743367457,0,0.2890648263178878,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
107135402,12.793859310432293,0,0.7189642627730068,3.0,0.31100263224278857,0,0.45815690999132624,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
106071426,13.16158409055761,0,0.7409251356888623,0.0,0.49725939857067325,1,0.2890648263178878,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
107491416,13.687677186454389,0,0.6857043504418351,1.0,0.5514206015501988,0,0.2890648263178878,0.0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
107502604,14.508657738524219,0,0.6568933038922656,3.0,0.7160142315501568,1,0.5781296526357756,0.40659800924006667,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
106476327,13.790192749979985,0,0.73385032658864,1.0,0.6947724661109163,1,0.5781296526357756,0.23784458827331328,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
105445455,13.892471599100402,1,0.0,4.0,0.6681978436700622,1,0.45815690999132624,0.23784458827331328,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
107369701,12.834681304952548,0,0.646366223604866,1.0,0.38178738793961675,0,0.2890648263178878,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
107157146,14.73180128983843,0,0.8397082780879527,4.0,0.7462815997035632,1,0.5781296526357756,0.40659800924006667,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
107546657,14.316285845876763,0,0.6236333915610938,5.0,0.673388745081996,1,0.5781296526357756,0.40659800924006667,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
101369778,13.122363377404328,0,0.9257195948337967,1.0,0.5869943133663382,1,0.5781296526357756,0.23784458827331328,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
107261330,12.948009990259552,0,0.7029745528370157,1.0,0.42467000840104774,1,0.2890648263178878,0.0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
106313155,14.580978400103845,1,0.4486651855935457,6.0,0.7915579856420163,1,0.45815690999132624,0.40659800924006667,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
106688016,13.190022025878143,0,0.6669305716058764,5.0,0.4904933275468337,1,0.45815690999132624,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
